date,customer_code,policy_id,sales_mode,final_premium_amt(INR)
2022-11-23,SUN4SE4,POL4321HEL,Offline-Agent,5000
2022-11-23,SUND0G,POL4321HEL,Offline-Direct,5200
2022-11-23,SUNVN2,POL4321HEL,Offline-Agent,5500
2022-11-24,SUNZ7M9,POL4321HEL,Offline-Agent,5000
2022-11-24,SUNQVYO,POL4321HEL,Offline-Direct,5300
2022-11-24,SUN0DTE,POL4321HEL,Offline-Agent,5800
2022-11-24,SUNY2UA,POL4321HEL,Offline-Agent,5250
2022-11-24,SUNN2I,POL4321HEL,Offline-Agent,5200
2022-11-24,SUN7E62,POL4321HEL,Offline-Agent,5000
2022-11-24,SUNLJ4U,POL4321HEL,Offline-Agent,5750
2022-11-24,SUNQ3N,POL4321HEL,Offline-Agent,5000
2022-11-24,SUN03X,POL4321HEL,Offline-Direct,5000
2022-11-24,SUNQXV,POL4321HEL,Offline-Agent,5400
2022-11-24,SUNI61U,POL4321HEL,Offline-Agent,5000
2022-11-24,SUN7NM,POL4321HEL,Offline-Agent,6550
2022-11-24,SUNHT1,POL4321HEL,Offline-Direct,6200
2022-11-24,SUNBUAJ,POL4321HEL,Offline-Agent,5550
2022-11-24,SUNWX9,POL4321HEL,Offline-Agent,5000
2022-11-24,SUNPIG1,POL4321HEL,Offline-Agent,5200
2022-11-25,SUNMZV,POL4321HEL,Offline-Direct,6300
2022-11-25,SUN3AS,POL4321HEL,Offline-Agent,5000
2022-11-25,SUNLCL,POL4321HEL,Offline-Agent,5000
2022-11-25,SUNF3J,POL4321HEL,Offline-Direct,5250
2022-11-25,SUNHVKG,POL4321HEL,Offline-Agent,5300
2022-11-25,SUNFIFR,POL4321HEL,Offline-Agent,6600
2022-11-25,SUNR28Z,POL4321HEL,Offline-Agent,6600
2022-11-25,SUN4X,POL4321HEL,Offline-Agent,5250
2022-11-25,SUN9I,POL4321HEL,Offline-Direct,5000
2022-11-25,SUN8II0,POL4321HEL,Offline-Agent,5000
2022-11-25,SUN2DG,POL4321HEL,Offline-Agent,5550
2022-11-25,SUN3D3K,POL4321HEL,Offline-Direct,5300
2022-11-25,SUNN18F,POL4321HEL,Offline-Agent,5000
2022-11-25,SUNX2Q,POL4321HEL,Offline-Direct,5000
2022-11-25,SUNQOR,POL4321HEL,Offline-Direct,5200
2022-11-25,SUN5HV5,POL4321HEL,Offline-Agent,5000
2022-11-25,SUNBRR6,POL4321HEL,Online-App,6250
2022-11-26,SUN51PX,POL4321HEL,Offline-Direct,7100
2022-11-26,SUN1NO,POL4321HEL,Offline-Agent,5450
2022-11-26,SUNUIL,POL4321HEL,Offline-Agent,5200
2022-11-26,SUNNPOL,POL4321HEL,Offline-Direct,5250
2022-11-26,SUNFZTS,POL4321HEL,Offline-Direct,6050
2022-11-26,SUNH0L,POL4321HEL,Offline-Direct,5250
2022-11-26,SUNWAC,POL4321HEL,Offline-Direct,5800
2022-11-26,SUN55AW,POL4321HEL,Offline-Agent,5700
2022-11-26,SUNKDH,POL4321HEL,Offline-Agent,5200
2022-11-26,SUNVFXT,POL4321HEL,Offline-Agent,6050
2022-11-26,SUNSNFM,POL4321HEL,Offline-Agent,5000
2022-11-26,SUNWEQX,POL4321HEL,Offline-Agent,5000
2022-11-26,SUN6IV,POL4321HEL,Offline-Agent,5250
2022-11-26,SUNDFHI,POL4321HEL,Offline-Agent,6300
2022-11-26,SUNCN0T,POL4321HEL,Offline-Agent,5600
2022-11-26,SUNYU3C,POL4321HEL,Offline-Direct,5250
2022-11-26,SUN8A5,POL4321HEL,Offline-Agent,7050
2022-11-26,SUN9FR1,POL4321HEL,Offline-Agent,5750
2022-11-26,SUNUOD,POL4321HEL,Offline-Agent,6000
2022-11-26,SUN8O2,POL4321HEL,Offline-Agent,5000
2022-11-26,SUN8WSU,POL4321HEL,Offline-Direct,5000
2022-11-26,SUNHN2,POL4321HEL,Offline-Agent,7600
2022-11-26,SUN064Z,POL4321HEL,Offline-Agent,6800
2022-11-26,SUN16T,POL4321HEL,Offline-Agent,5250
2022-11-26,SUNMH4C,POL4321HEL,Offline-Agent,5000
2022-11-26,SUN7P,POL4321HEL,Offline-Direct,6150
2022-11-26,SUN0ZE,POL4321HEL,Offline-Agent,5000
2022-11-26,SUN8O6,POL4321HEL,Offline-Agent,7100
2022-11-26,SUNJ7H,POL4321HEL,Offline-Agent,5200
2022-11-26,SUNDLP,POL4321HEL,Offline-Direct,5000
2022-11-26,SUNWIJC,POL4321HEL,Offline-Direct,5000
2022-11-26,SUNQMQ,POL4321HEL,Offline-Agent,5550
2022-11-26,SUN5XFD,POL4321HEL,Offline-Agent,6400
2022-11-26,SUN873,POL4321HEL,Offline-Direct,5500
2022-11-26,SUNFP7L,POL4321HEL,Offline-Direct,5200
2022-11-26,SUN5TZ,POL4321HEL,Offline-Agent,5000
2022-11-26,SUNWHIJ,POL4321HEL,Offline-Direct,5300
2022-11-26,SUNC4M,POL4321HEL,Offline-Agent,6350
2022-11-26,SUNSPFG,POL4321HEL,Offline-Agent,5250
2022-11-26,SUNCWE,POL4321HEL,Offline-Agent,6050
2022-11-26,SUNLT,POL4321HEL,Offline-Direct,5200
2022-11-26,SUNIKG,POL4321HEL,Offline-Agent,5200
2022-11-26,SUN2E4F,POL4321HEL,Offline-Agent,5250
2022-11-26,SUNCAV,POL4321HEL,Offline-Agent,5200
2022-11-27,SUN4MR,POL4321HEL,Offline-Agent,5000
2022-11-27,SUNP9WB,POL4321HEL,Offline-Agent,5200
2022-11-27,SUNXJF2,POL4321HEL,Offline-Direct,6150
2022-11-27,SUNTM3R,POL4321HEL,Offline-Agent,5250
2022-11-27,SUN5MB,POL4321HEL,Offline-Agent,5200
2022-11-27,SUNECT,POL4321HEL,Offline-Agent,5550
2022-11-27,SUNEW7,POL4321HEL,Offline-Agent,5650
2022-11-27,SUNHR51,POL4321HEL,Offline-Agent,5000
2022-11-27,SUNBWV,POL4321HEL,Offline-Agent,5200
2022-11-27,SUNX92B,POL4321HEL,Offline-Agent,5250
2022-11-27,SUN8CZX,POL4321HEL,Offline-Agent,5000
2022-11-27,SUN5HT,POL4321HEL,Offline-Direct,5300
2022-11-27,SUNH1,POL4321HEL,Online-Website,5250
2022-11-27,SUNYQVG,POL4321HEL,Offline-Agent,5450
2022-11-27,SUNDN33,POL4321HEL,Offline-Direct,5000
2022-11-27,SUN7G6,POL4321HEL,Offline-Direct,5200
2022-11-27,SUN72LW,POL4321HEL,Offline-Direct,7050
2022-11-27,SUNZ3DH,POL4321HEL,Offline-Agent,5450
2022-11-27,SUNUORR,POL4321HEL,Offline-Agent,6250
2022-11-27,SUNE7W2,POL4321HEL,Offline-Direct,6600
2022-11-27,SUNI77J,POL4321HEL,Offline-Direct,5250
2022-11-27,SUNPUXT,POL4321HEL,Offline-Agent,5250
2022-11-27,SUN4YK,POL4321HEL,Offline-Agent,5200
2022-11-27,SUND5U,POL4321HEL,Offline-Agent,5000
2022-11-27,SUN1A9K,POL4321HEL,Offline-Agent,7050
2022-11-27,SUNKFFY,POL4321HEL,Online-App,5250
2022-11-27,SUN5TZ8,POL4321HEL,Offline-Agent,7500
2022-11-27,SUNC855,POL4321HEL,Offline-Agent,5500
2022-11-27,SUNLQ,POL4321HEL,Offline-Agent,6150
2022-11-27,SUNFW0G,POL4321HEL,Offline-Agent,5000
2022-11-27,SUN1C8M,POL4321HEL,Online-App,5000
2022-11-27,SUNTRO,POL4321HEL,Offline-Agent,5300
2022-11-28,SUNCIJV,POL4321HEL,Online-Website,5000
2022-11-28,SUNOL9,POL4321HEL,Offline-Direct,5600
2022-11-28,SUNIXJQ,POL4321HEL,Offline-Direct,5200
2022-11-28,SUNRAP3,POL4321HEL,Offline-Agent,5700
2022-11-28,SUNF70P,POL4321HEL,Offline-Direct,5000
2022-11-28,SUNB3VI,POL4321HEL,Offline-Direct,5000
2022-11-28,SUNTQ2,POL4321HEL,Offline-Agent,5250
2022-11-28,SUN30S,POL4321HEL,Offline-Agent,5200
2022-11-28,SUNNXY,POL4321HEL,Offline-Agent,5300
2022-11-28,SUNCT6,POL4321HEL,Offline-Agent,5000
2022-11-28,SUNAGPD,POL4321HEL,Offline-Agent,5250
2022-11-28,SUN97A,POL4321HEL,Offline-Agent,6200
2022-11-28,SUN5Z,POL4321HEL,Online-App,5800
2022-11-28,SUNXYS,POL4321HEL,Offline-Agent,5250
2022-11-28,SUN53KV,POL4321HEL,Offline-Agent,6650
2022-11-28,SUNK3K,POL4321HEL,Offline-Agent,5700
2022-11-29,SUNQCLZ,POL4321HEL,Online-Website,5000
2022-11-29,SUNMIF,POL4321HEL,Offline-Agent,5000
2022-11-29,SUNGUY,POL4321HEL,Offline-Agent,5300
2022-11-29,SUNV5W3,POL4321HEL,Offline-Direct,5300
2022-11-29,SUNZJV,POL4321HEL,Offline-Agent,5500
2022-11-29,SUNAXY,POL4321HEL,Offline-Agent,5000
2022-11-29,SUNFIDQ,POL4321HEL,Offline-Direct,5200
2022-11-29,SUNQF3E,POL4321HEL,Offline-Agent,5000
2022-11-29,SUNCYG,POL4321HEL,Offline-Agent,5250
2022-11-29,SUNC2P,POL4321HEL,Offline-Direct,5000
2022-11-29,SUNEEF9,POL4321HEL,Offline-Agent,5300
2022-11-29,SUNO8C,POL4321HEL,Offline-Direct,5000
2022-11-29,SUNA60,POL4321HEL,Offline-Agent,5000
2022-11-29,SUNIAS,POL4321HEL,Offline-Agent,5250
2022-11-29,SUNOGY,POL4321HEL,Offline-Agent,6250
2022-11-29,SUNTO1,POL4321HEL,Offline-Direct,5000
2022-11-29,SUNF7E,POL4321HEL,Offline-Agent,6650
2022-11-29,SUNEQK,POL4321HEL,Offline-Direct,6300
2022-11-30,SUNSCL,POL4321HEL,Offline-Agent,6250
2022-11-30,SUNIZ7,POL4321HEL,Offline-Direct,6000
2022-11-30,SUN5DX5,POL4321HEL,Offline-Agent,6600
2022-11-30,SUNKKW,POL4321HEL,Offline-Agent,5000
2022-11-30,SUNZFN,POL4321HEL,Offline-Agent,5850
2022-11-30,SUNO1O,POL4321HEL,Offline-Direct,5000
2022-11-30,SUNUZO4,POL4321HEL,Offline-Direct,5200
2022-11-30,SUNLL10,POL4321HEL,Offline-Agent,6450
2022-11-30,SUNP4Q8,POL4321HEL,Offline-Agent,6350
2022-11-30,SUNX48,POL4321HEL,Offline-Agent,5200
2022-11-30,SUNALU,POL4321HEL,Offline-Direct,6150
2022-11-30,SUNUY,POL4321HEL,Offline-Agent,7950
2022-11-30,SUNDJMX,POL4321HEL,Offline-Agent,5000
2022-11-30,SUNKQS,POL4321HEL,Offline-Agent,5250
2022-12-01,SUNCJRZ,POL4321HEL,Offline-Agent,5304
2022-12-01,SUN8AFY,POL4321HEL,Offline-Agent,5355
2022-12-01,SUNQ4SY,POL4321HEL,Online-App,6018
2022-12-01,SUNTT7,POL4321HEL,Offline-Agent,6120
2022-12-01,SUNY2Y,POL4321HEL,Online-Website,5100
2022-12-01,SUNOBDX,POL4321HEL,Offline-Direct,7395
2022-12-01,SUN4A4,POL4321HEL,Offline-Agent,5355
2022-12-01,SUN587,POL4321HEL,Offline-Direct,5100
2022-12-01,SUNUQPA,POL4321HEL,Offline-Agent,7140
2022-12-01,SUNBG9A,POL4321HEL,Offline-Agent,6987
2022-12-01,SUNOIE,POL4321HEL,Offline-Agent,5355
2022-12-01,SUN0R,POL4321HEL,Offline-Agent,5406
2022-12-01,SUN8SF1,POL4321HEL,Offline-Direct,5406
2022-12-01,SUNVCZ,POL4321HEL,Offline-Agent,5559
2022-12-01,SUNSSVU,POL4321HEL,Offline-Agent,5100
2022-12-01,SUNIMV,POL4321HEL,Online-App,5100
2022-12-01,SUN76IQ,POL4321HEL,Offline-Direct,6630
2022-12-02,SUNCU0,POL4321HEL,Offline-Direct,6783
2022-12-02,SUNG6BX,POL4321HEL,Offline-Direct,5304
2022-12-02,SUNR78E,POL4321HEL,Offline-Direct,5100
2022-12-02,SUNXZIL,POL4321HEL,Offline-Direct,6528
2022-12-02,SUN7B81,POL4321HEL,Offline-Agent,5406
2022-12-02,SUN8LNV,POL4321HEL,Offline-Agent,6834
2022-12-02,SUN95GT,POL4321HEL,Offline-Direct,5100
2022-12-02,SUNS6YY,POL4321HEL,Offline-Agent,5355
2022-12-02,SUNZE1,POL4321HEL,Online-App,5304
2022-12-02,SUNZWEO,POL4321HEL,Offline-Agent,7140
2022-12-02,SUN9ZCY,POL4321HEL,Offline-Direct,5355
2022-12-02,SUN2QA,POL4321HEL,Offline-Agent,5100
2022-12-02,SUNWWTJ,POL4321HEL,Offline-Agent,7140
2022-12-02,SUNG4BW,POL4321HEL,Offline-Agent,6222
2022-12-02,SUNZSA,POL4321HEL,Offline-Agent,5355
2022-12-02,SUN5V,POL4321HEL,Offline-Agent,6579
2022-12-02,SUNPF,POL4321HEL,Offline-Agent,5100
2022-12-02,SUNZZQ,POL4321HEL,Offline-Direct,5355
2022-12-03,SUNRKJJ,POL4321HEL,Offline-Direct,5916
2022-12-03,SUN7ST,POL4321HEL,Online-App,7854
2022-12-03,SUNEURX,POL4321HEL,Offline-Direct,6783
2022-12-03,SUNBR3T,POL4321HEL,Offline-Direct,8007
2022-12-03,SUNXB9,POL4321HEL,Offline-Agent,5100
2022-12-03,SUNIW8D,POL4321HEL,Offline-Agent,5100
2022-12-03,SUNY9X,POL4321HEL,Offline-Agent,5100
2022-12-03,SUN29,POL4321HEL,Offline-Agent,6477
2022-12-03,SUN2KT6,POL4321HEL,Offline-Agent,5304
2022-12-03,SUNP0E,POL4321HEL,Offline-Agent,5355
2022-12-03,SUNJNY,POL4321HEL,Offline-Agent,5100
2022-12-03,SUNKQDU,POL4321HEL,Offline-Agent,5304
2022-12-03,SUN4M8,POL4321HEL,Offline-Agent,5100
2022-12-03,SUNVVF,POL4321HEL,Offline-Agent,6018
2022-12-03,SUNGTKF,POL4321HEL,Offline-Agent,7854
2022-12-03,SUNI3SH,POL4321HEL,Offline-Agent,5865
2022-12-03,SUNE9QW,POL4321HEL,Offline-Agent,5100
2022-12-03,SUN4X9,POL4321HEL,Offline-Agent,5763
2022-12-03,SUNBGRE,POL4321HEL,Offline-Direct,5100
2022-12-03,SUNM7M,POL4321HEL,Online-Website,6324
2022-12-03,SUN0UQ,POL4321HEL,Offline-Agent,5100
2022-12-03,SUNC0H,POL4321HEL,Offline-Direct,6273
2022-12-03,SUNVBKX,POL4321HEL,Online-App,5355
2022-12-03,SUNREN,POL4321HEL,Online-App,5100
2022-12-03,SUNXF19,POL4321HEL,Offline-Agent,6732
2022-12-03,SUN0CGF,POL4321HEL,Offline-Direct,5355
2022-12-03,SUNASH5,POL4321HEL,Offline-Agent,5304
2022-12-03,SUNEHN5,POL4321HEL,Online-Website,6375
2022-12-03,SUN4I8,POL4321HEL,Offline-Agent,6171
2022-12-03,SUN9O9,POL4321HEL,Offline-Direct,5559
2022-12-04,SUNII8K,POL4321HEL,Offline-Agent,5355
2022-12-04,SUNYAF,POL4321HEL,Online-App,5355
2022-12-04,SUNP2GA,POL4321HEL,Offline-Agent,5100
2022-12-04,SUNCWZW,POL4321HEL,Offline-Direct,5100
2022-12-04,SUND53,POL4321HEL,Offline-Agent,5100
2022-12-04,SUNIV4,POL4321HEL,Online-App,5100
2022-12-04,SUN86X,POL4321HEL,Offline-Agent,6324
2022-12-04,SUNDAI,POL4321HEL,Offline-Agent,6324
2022-12-04,SUNJKG,POL4321HEL,Offline-Agent,8007
2022-12-04,SUNX7P,POL4321HEL,Offline-Agent,6222
2022-12-04,SUNHZ8,POL4321HEL,Online-Website,6018
2022-12-04,SUNMY6,POL4321HEL,Offline-Direct,5355
2022-12-04,SUNVQ3,POL4321HEL,Offline-Agent,5100
2022-12-04,SUNXGMJ,POL4321HEL,Offline-Agent,6936
2022-12-04,SUNLYK0,POL4321HEL,Online-App,5304
2022-12-04,SUN223Y,POL4321HEL,Offline-Agent,5100
2022-12-04,SUNKXM6,POL4321HEL,Offline-Direct,5355
2022-12-04,SUNFGUZ,POL4321HEL,Offline-Agent,6171
2022-12-04,SUN00TT,POL4321HEL,Offline-Agent,5304
2022-12-04,SUNH1ZV,POL4321HEL,Online-App,6120
2022-12-04,SUNY0R,POL4321HEL,Offline-Agent,5100
2022-12-04,SUNQDWU,POL4321HEL,Offline-Agent,5406
2022-12-04,SUNSQJ,POL4321HEL,Offline-Direct,5610
2022-12-04,SUN5EOC,POL4321HEL,Offline-Direct,7905
2022-12-04,SUNWKWN,POL4321HEL,Offline-Agent,6120
2022-12-04,SUNGCI,POL4321HEL,Offline-Agent,5100
2022-12-04,SUNFD26,POL4321HEL,Offline-Direct,5100
2022-12-04,SUNUCMM,POL4321HEL,Online-App,5100
2022-12-04,SUNPNZ,POL4321HEL,Offline-Direct,6171
2022-12-04,SUN7EPS,POL4321HEL,Offline-Agent,5355
2022-12-04,SUN8IHF,POL4321HEL,Offline-Agent,6171
2022-12-04,SUNNW9,POL4321HEL,Online-App,5100
2022-12-04,SUN49SZ,POL4321HEL,Offline-Agent,5100
2022-12-04,SUNYQI,POL4321HEL,Online-Website,5100
2022-12-04,SUNC6XB,POL4321HEL,Offline-Agent,5355
2022-12-04,SUNIXFB,POL4321HEL,Online-App,6273
2022-12-04,SUNT7,POL4321HEL,Offline-Agent,6528
2022-12-04,SUNQBB,POL4321HEL,Offline-Agent,5814
2022-12-04,SUNJL7,POL4321HEL,Offline-Agent,5100
2022-12-04,SUNP0F,POL4321HEL,Offline-Agent,7191
2022-12-04,SUNQGSX,POL4321HEL,Online-Website,5100
2022-12-04,SUN7C57,POL4321HEL,Offline-Agent,5916
2022-12-04,SUNX1F1,POL4321HEL,Offline-Agent,5100
2022-12-04,SUNS02,POL4321HEL,Offline-Direct,5304
2022-12-04,SUNSI24,POL4321HEL,Offline-Agent,7344
2022-12-04,SUNBIQ,POL4321HEL,Online-App,6834
2022-12-04,SUNKP6,POL4321HEL,Offline-Agent,5100
2022-12-05,SUN31WP,POL4321HEL,Offline-Agent,5100
2022-12-05,SUNL0,POL4321HEL,Offline-Agent,5100
2022-12-05,SUN3G8,POL4321HEL,Online-Website,5100
2022-12-05,SUNT3N5,POL4321HEL,Offline-Agent,5304
2022-12-05,SUNNKF,POL4321HEL,Online-App,5304
2022-12-05,SUN6JC,POL4321HEL,Offline-Agent,5100
2022-12-05,SUNK4QI,POL4321HEL,Offline-Agent,5100
2022-12-05,SUN6FWI,POL4321HEL,Online-App,5508
2022-12-05,SUNKKL,POL4321HEL,Offline-Direct,6018
2022-12-05,SUNTD7J,POL4321HEL,Online-App,5100
2022-12-05,SUNQ61,POL4321HEL,Offline-Agent,5355
2022-12-05,SUNN3E,POL4321HEL,Online-Website,5355
2022-12-05,SUN49E,POL4321HEL,Offline-Agent,5355
2022-12-05,SUNSN9,POL4321HEL,Offline-Direct,6732
2022-12-05,SUNKPL4,POL4321HEL,Offline-Agent,5865
2022-12-05,SUNPIO6,POL4321HEL,Offline-Agent,7242
2022-12-05,SUNSGZ,POL4321HEL,Offline-Direct,6426
2022-12-06,SUNA75F,POL4321HEL,Offline-Agent,6528
2022-12-06,SUNYOVK,POL4321HEL,Online-App,6069
2022-12-06,SUN6A5,POL4321HEL,Offline-Agent,5100
2022-12-06,SUNZ7O2,POL4321HEL,Online-App,5763
2022-12-06,SUN2M,POL4321HEL,Offline-Agent,5100
2022-12-06,SUNNMI,POL4321HEL,Offline-Agent,6375
2022-12-06,SUN36T,POL4321HEL,Offline-Agent,5100
2022-12-06,SUN0Z8W,POL4321HEL,Online-App,6120
2022-12-06,SUNTLK,POL4321HEL,Offline-Direct,5712
2022-12-06,SUNS788,POL4321HEL,Online-App,6375
2022-12-06,SUNTC79,POL4321HEL,Offline-Agent,6120
2022-12-06,SUNXNPE,POL4321HEL,Offline-Agent,5100
2022-12-06,SUN7JF,POL4321HEL,Offline-Agent,5355
2022-12-07,SUNZNED,POL4321HEL,Offline-Agent,7038
2022-12-07,SUN0OMG,POL4321HEL,Offline-Agent,5355
2022-12-07,SUNY9ZW,POL4321HEL,Offline-Agent,5100
2022-12-07,SUNR64S,POL4321HEL,Offline-Agent,5100
2022-12-07,SUNOA3W,POL4321HEL,Offline-Agent,5100
2022-12-07,SUNQ6I,POL4321HEL,Offline-Agent,5865
2022-12-07,SUN2T13,POL4321HEL,Offline-Agent,5100
2022-12-07,SUNZB,POL4321HEL,Online-App,6171
2022-12-07,SUNTE71,POL4321HEL,Offline-Direct,5865
2022-12-07,SUNNLWS,POL4321HEL,Offline-Direct,5100
2022-12-07,SUNH51,POL4321HEL,Offline-Agent,5304
2022-12-07,SUNKIY,POL4321HEL,Offline-Agent,6222
2022-12-07,SUNXOUA,POL4321HEL,Online-App,7701
2022-12-07,SUNF76,POL4321HEL,Offline-Agent,6426
2022-12-08,SUNYKDC,POL4321HEL,Online-App,5355
2022-12-08,SUNL2S1,POL4321HEL,Offline-Agent,5100
2022-12-08,SUNBR9I,POL4321HEL,Offline-Agent,5916
2022-12-08,SUNW64X,POL4321HEL,Offline-Agent,5100
2022-12-08,SUNJTSD,POL4321HEL,Offline-Direct,6069
2022-12-08,SUNYJR6,POL4321HEL,Offline-Agent,5763
2022-12-08,SUNQSE3,POL4321HEL,Online-Website,5406
2022-12-08,SUN2BW5,POL4321HEL,Offline-Agent,5814
2022-12-08,SUNVOC,POL4321HEL,Online-Website,7140
2022-12-08,SUNFR4,POL4321HEL,Offline-Agent,6834
2022-12-08,SUNGZP,POL4321HEL,Offline-Direct,5304
2022-12-08,SUNH93S,POL4321HEL,Online-Website,5406
2022-12-08,SUNARX,POL4321HEL,Offline-Direct,5406
2022-12-08,SUN4PQ,POL4321HEL,Offline-Direct,5559
2022-12-08,SUN9O5L,POL4321HEL,Offline-Direct,7905
2022-12-08,SUNJXNP,POL4321HEL,Offline-Agent,6579
2022-12-08,SUNCVJ,POL4321HEL,Offline-Agent,5406
2022-12-08,SUNQ07E,POL4321HEL,Offline-Agent,5100
2022-12-08,SUN7JJ,POL4321HEL,Offline-Agent,5304
2022-12-08,SUNT4KA,POL4321HEL,Offline-Agent,5304
2022-12-08,SUNZJ8,POL4321HEL,Offline-Agent,5712
2022-12-09,SUN0X,POL4321HEL,Offline-Agent,6171
2022-12-09,SUNKZK,POL4321HEL,Online-Website,5712
2022-12-09,SUNK7LT,POL4321HEL,Offline-Direct,5406
2022-12-09,SUNI51,POL4321HEL,Offline-Agent,5559
2022-12-09,SUNJ0F,POL4321HEL,Offline-Direct,5304
2022-12-09,SUN4FGU,POL4321HEL,Online-App,5304
2022-12-09,SUNZISW,POL4321HEL,Offline-Direct,5100
2022-12-09,SUNS4P8,POL4321HEL,Online-App,5355
2022-12-09,SUNWWWU,POL4321HEL,Offline-Direct,6222
2022-12-09,SUN0O71,POL4321HEL,Offline-Agent,5100
2022-12-09,SUNNWTQ,POL4321HEL,Offline-Direct,6579
2022-12-09,SUN3OFD,POL4321HEL,Offline-Agent,5100
2022-12-09,SUNA1U,POL4321HEL,Offline-Direct,6120
2022-12-09,SUNUYXW,POL4321HEL,Online-Website,5355
2022-12-10,SUNRRW,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNB14,POL4321HEL,Offline-Agent,5355
2022-12-10,SUNRTFW,POL4321HEL,Offline-Agent,5100
2022-12-10,SUN1I8,POL4321HEL,Offline-Agent,5355
2022-12-10,SUNACNV,POL4321HEL,Offline-Agent,5967
2022-12-10,SUN1JH,POL4321HEL,Offline-Agent,6120
2022-12-10,SUNS3A,POL4321HEL,Offline-Direct,5355
2022-12-10,SUNJBJO,POL4321HEL,Online-App,6477
2022-12-10,SUNX9CH,POL4321HEL,Online-Website,8058
2022-12-10,SUNXUHF,POL4321HEL,Offline-Agent,6018
2022-12-10,SUNFK8J,POL4321HEL,Offline-Agent,5406
2022-12-10,SUNBRL,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNSVR,POL4321HEL,Online-App,5100
2022-12-10,SUNKU09,POL4321HEL,Offline-Agent,5355
2022-12-10,SUNZI,POL4321HEL,Offline-Agent,5406
2022-12-10,SUNHR,POL4321HEL,Offline-Agent,5916
2022-12-10,SUNGRZ9,POL4321HEL,Offline-Agent,5100
2022-12-10,SUN6XC4,POL4321HEL,Online-Website,5100
2022-12-10,SUNER1A,POL4321HEL,Offline-Direct,5406
2022-12-10,SUNB9I,POL4321HEL,Offline-Agent,5304
2022-12-10,SUNZO6,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNDJ84,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNMNFO,POL4321HEL,Offline-Agent,5406
2022-12-10,SUNKGB6,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNOBY,POL4321HEL,Offline-Agent,5406
2022-12-10,SUN24L,POL4321HEL,Online-App,6375
2022-12-10,SUNQ10D,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNUN5D,POL4321HEL,Online-App,5100
2022-12-10,SUNNFVU,POL4321HEL,Offline-Direct,6171
2022-12-10,SUNDG,POL4321HEL,Offline-Agent,5355
2022-12-10,SUNN1C,POL4321HEL,Offline-Agent,6426
2022-12-10,SUN4ZFZ,POL4321HEL,Offline-Agent,5304
2022-12-10,SUNM35J,POL4321HEL,Offline-Agent,6732
2022-12-10,SUNLZKC,POL4321HEL,Offline-Direct,5304
2022-12-10,SUN6BWT,POL4321HEL,Offline-Direct,5304
2022-12-10,SUN4D0Y,POL4321HEL,Offline-Agent,5406
2022-12-10,SUN60XQ,POL4321HEL,Online-App,5100
2022-12-10,SUNNHRV,POL4321HEL,Offline-Direct,6579
2022-12-10,SUN7KKF,POL4321HEL,Offline-Direct,5355
2022-12-10,SUNGMM,POL4321HEL,Offline-Agent,5355
2022-12-10,SUNSNIK,POL4321HEL,Offline-Agent,5814
2022-12-10,SUNOEA,POL4321HEL,Offline-Agent,5865
2022-12-10,SUN4L7T,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNOBI,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNYYY,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNCGIQ,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNNCR1,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNMXZY,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNG8BB,POL4321HEL,Offline-Agent,5100
2022-12-10,SUNVRK,POL4321HEL,Online-App,7701
2022-12-10,SUNRQN,POL4321HEL,Offline-Agent,5304
2022-12-11,SUN5BUS,POL4321HEL,Offline-Agent,5100
2022-12-11,SUN6Z5Q,POL4321HEL,Offline-Agent,5100
2022-12-11,SUNHYDE,POL4321HEL,Offline-Direct,5100
2022-12-11,SUNPTXM,POL4321HEL,Offline-Agent,5865
2022-12-11,SUNPEQ9,POL4321HEL,Offline-Agent,5355
2022-12-11,SUNU85,POL4321HEL,Offline-Agent,5100
2022-12-11,SUNFOV,POL4321HEL,Offline-Agent,5610
2022-12-11,SUN8SHG,POL4321HEL,Offline-Agent,5100
2022-12-11,SUN2R9,POL4321HEL,Offline-Direct,5304
2022-12-11,SUNY8E,POL4321HEL,Offline-Direct,5406
2022-12-11,SUN1ZTY,POL4321HEL,Offline-Agent,5610
2022-12-11,SUN7NQ5,POL4321HEL,Online-App,5100
2022-12-11,SUNDHIH,POL4321HEL,Offline-Direct,5406
2022-12-11,SUNMW5,POL4321HEL,Offline-Agent,5916
2022-12-11,SUN7QKU,POL4321HEL,Offline-Agent,6069
2022-12-11,SUNWGB7,POL4321HEL,Offline-Agent,5100
2022-12-11,SUNL2Q,POL4321HEL,Online-App,5559
2022-12-11,SUNE49,POL4321HEL,Offline-Agent,5355
2022-12-11,SUNEDD,POL4321HEL,Offline-Agent,5355
2022-12-11,SUNHRW0,POL4321HEL,Offline-Direct,5304
